,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
200105,2.73,4.66,2.27,10.02,3.41,5.47,3.95,2.81,1.19,2.48,1.99,0.2,-0.36,3.99,-3.28,2.38,11.21,-13.58,0.17,0.24,-1.38,1.28,-6.35,1.74,5.02,-0.33,1.67,4.23,3.66,1.26
200106,-0.62,-4.91,-0.57,-4.89,0.46,0.74,-1.84,-3.07,-2.83,4.34,-0.06,-7.3,-4.38,-7.83,4.57,-13.66,-3.98,-16.55,-7.49,-6.05,-3.11,3.99,-1.58,-4.45,-3.19,-2.03,-2.62,-3.78,0.7,-0.77
200107,3.86,0.79,-9.19,-6.64,-0.51,4.65,0.09,2.31,-2.94,10.05,0.16,-2.19,-2.42,-5.05,3.75,3.39,-6.19,-16.49,-2.12,-3.83,-0.56,-9.86,-4.25,5.34,0.18,0.38,5.43,3.83,-0.67,-9.04
200108,3.08,6.13,4.67,-0.5,-4.46,1.08,-4.51,-3.09,-1.21,-3.6,-0.18,-6.18,-5.38,-2.6,-14.12,-5.62,2.53,6.71,-3.59,0.52,-9.3,-13.03,-11.15,-1.56,-4.74,-4.54,-8.39,1.14,-5.43,-5.25
200109,-0.5,-3.2,2.92,-17.58,-8.28,-5.01,-17.74,-0.6,-9.52,-16.97,-13.73,-22.05,-19.85,-13.39,-17.88,-23.81,-1.36,-15.69,-5.55,-6.58,-1.97,-13,-24.47,-8.73,-17.55,-8.59,-9.76,-13.47,-5.7,-11.36
200110,1.84,1.36,-2.82,8.13,-0.19,1.22,7.59,1.24,3.61,5.06,4.98,2.43,10.49,2.35,-2.26,4.13,-4.04,30,4.53,1.87,-9.67,10.8,19.52,0.9,4.92,-7.2,3.42,2.86,-1.52,-0.83
200111,0.85,-0.04,1.19,11.08,9.82,6.06,9.84,5.03,11.1,7.88,7.92,15.75,7.88,9.89,17.85,7.85,3.19,-14.02,-3.99,-1.54,5.8,11.31,20.24,9.54,11.99,-3.57,13.06,5.91,6.86,5.75
200112,2.57,1.61,-1.72,5.4,3.66,1.83,7.02,-2.82,-1.37,12.18,7.98,-2.62,6.61,5.21,-3.87,5.24,3.25,10.21,5.91,4.04,2.54,3.36,-4.01,2.34,3.07,1,4.96,4.14,3.15,4.38
200201,1.32,-3.76,8.44,5.63,0.39,2.67,5.42,-2.41,-1.73,4.53,1.69,-0.25,2.14,1.31,3.27,5.48,1.79,-9.45,-2.81,-4.34,-6.94,-4.08,3.37,-0.05,6.91,3.41,2.1,6.32,-1.35,-6.52
200202,1.28,8.17,5.04,1.08,6.99,2.67,-0.73,-0.46,4.78,5.48,4.9,0.02,3.95,-0.36,5.77,8.22,4.81,-1.23,5.52,-0.37,-2.21,-7.84,-16.55,5.25,1.76,-2.64,0.33,-1.33,-1.11,2.55
200203,1.58,8.32,1.59,8.85,4.99,4.5,4.78,0.54,5.13,0.72,1.72,6.04,9.93,5.44,7.83,3.15,8.02,14.89,7.62,10.28,0.12,3.8,9.62,1.91,2.92,5.28,1.53,5.46,6.21,-0.48
200204,1.45,5.04,3.29,3.9,-2.19,0.09,2.89,-7.52,-4.84,9.38,3.89,-7.11,-2.51,-1.14,1.57,-3.3,-0.1,-6.45,-4.54,-0.41,-12.96,-13.72,-8.28,2.4,-6.03,-0.6,-2.22,3.99,-1.11,-12.18
200205,2.1,-0.5,4.52,-4.05,-0.5,-0.19,-1.6,-2.27,2.08,0.28,-1.4,0.28,-4.42,2.42,0.86,0.51,7.34,5.57,-0.82,-6.91,3.2,-4.16,-2.95,0.35,-0.1,-5.14,-1.26,-0.02,-0.15,-1.23
200206,-2.87,-0.25,-22.05,-6.94,-3.99,-2.94,-1.63,-9.68,-0.97,-5.19,-2.18,-5.3,-7.47,-7.31,-9.44,-0.28,-9.56,-6.13,-0.01,-5.8,-14.02,-5.92,-18.45,-2.57,-0.89,-6.08,-5.12,-4.3,-4.82,-4.59
200207,-9.25,-7.29,4.05,-14.7,-5.18,-2.45,-10.02,-2.57,-9.25,-22.86,-10.62,-20.38,-14.42,-8.79,-12.89,-8.25,-9.72,-30.2,-11.65,-12.13,-11.79,-10.51,-9.18,-6.19,-8.37,-10.56,-11.99,-9.42,-7.03,4.76
200208,-1.05,2.39,8.93,5,3.52,1.76,-1.1,0.63,1.86,-2.45,-1.96,-4.88,-0.78,-0.56,-1.67,-9.64,8.26,9.83,0.58,3.41,0.14,1.59,-3.36,-0.85,-2.11,4.54,1.92,-3.92,2.26,-3.88
200209,-4.22,-5.54,-21.26,-5.25,-3.78,-2.56,-6.06,-5.88,-11.13,-6.58,-9.83,-18.47,-9.98,-9.04,-13.47,-9.49,-7.61,-8.14,-8.11,-10.84,-9.63,-14.27,-17.53,-10.3,-6.44,-6.35,-9.49,-13.63,-10.41,-14.59
200210,8.07,-0.43,4.91,11.15,5.64,3.15,9.65,5.67,5.64,3.93,3.2,6.42,9.74,5.63,-9.45,-0.08,-9.01,4.16,3.18,-0.62,22.11,19.31,15.6,4.13,4.66,5.41,6.48,-0.36,7.26,1.11
200211,0.17,-3.07,-6.58,9.48,-1.19,-1.94,5.28,3.78,9.45,12.06,4.95,18.18,12.08,11.61,17.7,7.12,3.72,10.31,2.95,1.57,11.76,10.36,21.4,7.76,3.89,-3.34,2.91,5.64,3.22,5.99
200212,0.13,-3.19,8.97,-13.23,-1.06,-0.03,-4.86,-4.07,-4.27,-4.91,-2.01,-10.27,-9.18,-3.74,-8.93,-2.81,12.67,12.11,0.74,3.84,-9.44,-8.64,-15.97,-5.18,-0.98,-2.66,-8.01,-5.63,-4.25,-7
200301,-3.85,-5.84,-6.25,-8.1,1.18,-2.66,-4.37,-0.61,-5.91,-4.8,-3.47,-4.76,-5.79,-4.98,-2.58,-3.48,-1.05,-14.24,-2.38,-3.27,-4,-2.07,-0.95,-1.46,-5.1,-2.29,-5.11,-5.93,-1.6,-5.11
200302,-4.98,-0.81,1.24,-2.19,-4.79,-2.76,-3.1,-1.96,-4.16,-4.16,0.16,2.25,1.8,-0.35,-6.28,-8.59,-6.68,14.54,1.83,-3.97,-6.61,-1.36,3.1,-1.55,-3.14,-3.46,-0.53,-4.83,-3.26,1.55
200303,0.02,1.03,-19.67,0.4,-2.2,6.47,5.69,3.79,3.44,-1.47,0.95,-3.25,-1.85,-3.57,-3.83,-5.46,-3.03,-3.5,1.54,4.31,-0.66,0.91,-2.24,0.72,4.42,-0.5,5.47,5.18,0.2,5.06
200304,4.17,2.18,2.74,14.72,8.11,3.42,7.54,4.39,9.94,12.71,7.72,10.22,8.73,10.72,18.94,9.09,5.8,2.28,-0.5,7.31,11.5,8.01,10.51,3.17,10.59,6.17,9.72,9.51,11.13,13.69
200305,5.19,10.21,32.46,6.82,6.48,2.87,4.01,3.94,0.82,3.86,10.6,13.13,6.17,6.81,3.77,11.34,11.68,25.44,8.48,10.12,6.29,5.74,13.8,2.73,4.55,6.89,2.54,8.41,5.61,-1.01
200306,0.68,0.82,10.9,4.98,-1.53,-2.57,-0.4,4.15,-1.15,-2.39,0.06,2.15,2.48,-0.14,3.27,6.41,7.08,0.71,-0.99,0.74,1.91,0.79,0.28,1.13,-0.14,4.32,2.79,6.74,0.65,0.8
200307,0.3,-1.84,-11.3,-0.62,-1.08,0.76,3.68,0.48,7.89,13.66,0.67,6.92,10,7.44,6.14,4.28,11.43,-12.55,-2.52,-5.15,-1.93,2.83,8.45,4.79,1.62,-0.98,4.3,2.32,4.36,0.23
200308,0.08,-2.05,2.53,4.58,0.7,1.18,5,-2.82,1.69,6.34,5.66,4.62,7.64,6.63,8.49,7.98,9.1,7.5,6.17,1.92,1.16,3.51,8.25,3.71,1.45,3.14,7.94,0.82,-0.52,3.57
200309,1.72,-1.55,8.1,-2.93,-0.09,2.17,-1.34,0.29,-6.02,-3.13,-0.12,-3.16,-7.86,-5.93,-5.04,-6.78,0.16,-2.34,-2.18,3.85,-5.64,0.64,-2.54,-2.15,-1.45,0.48,-5.82,1.99,0.58,-0.21
200310,4.17,5.71,6.13,4.61,7.51,4.38,12.23,0.87,6.62,3.4,10.54,19.21,12.75,9.89,9,11.11,13.39,9.76,1.56,1.51,6.81,3.3,13.14,7.93,9.23,4.63,9.87,6.93,6.96,-0.88
200311,2.42,2.35,11.59,5.1,2.08,-0.89,3.47,1.83,2.87,-0.82,3.93,3.56,3.99,7.39,3.79,-0.29,9.97,1.59,0.64,0.95,-0.68,0.75,3,0.96,-1.24,4.28,-0.47,3.92,0.96,0.02
200312,1.67,6.64,5.67,5.9,3.01,2.26,0.89,5.65,9.56,1.09,4.53,10.65,3.5,5.49,15.47,10.91,3.34,26.47,13.46,5.85,7.64,4.44,0.09,8.95,1.48,3.3,-3.22,-0.41,4.13,8.22
200401,1.25,-2.89,2.05,0.21,1.2,2.15,-2.01,3.09,-1.94,1.29,-2.19,0.05,-1.52,-0.41,-3.31,2.43,-10.15,-7.38,0.31,1.91,1.4,3.91,4.89,-3.41,-3.83,2.95,-0.21,0.6,3.4,6.07
200402,6.22,2.57,3.82,1.43,1.06,2.97,5.51,0.9,2.66,10.57,6.8,6.35,0.48,-2.61,-1.43,-0.72,6.11,7.11,4.51,2.11,-0.49,-3.08,-2.73,3.51,0.37,2.29,6.74,7.23,2.9,-1.98
200403,1.66,-0.2,-4.03,1.4,-0.14,1.52,3.06,-3.92,-1.66,-2.18,3.49,-4.51,1.15,-0.45,-1.91,-4.73,2.74,6.95,-0.06,1.14,-2.06,-1.54,-2.5,0.65,-0.45,2.13,-0.13,0.8,-0.68,-4.75
200404,3.1,0.38,1.9,-2.35,-0.2,2.2,-1.57,3.52,-0.63,-3.71,-4.42,-8.7,-2.57,-1.79,3.51,2.49,-17.6,2.92,2.66,-3.56,-0.48,-0.51,-8.08,1.24,0.21,0.91,-3.21,-0.99,-4.42,-1.43
200405,-1.37,2.26,-12.61,0.92,0.47,1.54,0.42,-0.41,0.6,-4.6,2.18,5.85,2.15,1.08,-2.94,0.91,5.02,6.63,0.52,1.25,-2.95,2.09,6.83,0.62,1.9,0.18,0.74,-3.01,1.58,3.45
200406,2.34,-0.24,6.02,3.48,-2,2.2,4.34,-0.5,5.43,2.79,1.63,9.36,6,6.73,5.26,8.96,0.16,13.81,5.34,2.03,0.82,3.49,1.25,5.15,6.38,2.7,-0.32,-0.59,0.55,5
200407,-5.24,-10.04,-3.76,-6.59,-4.35,-5.19,-5.21,-5.92,-3.31,-1.78,-3.53,-0.19,-6.2,-8.84,-3.66,0.92,2.67,-1.5,3.41,1.06,-1.02,-6.17,-10.25,-5.3,-4.44,-11.35,-3.47,2.61,-2.3,0.23
200408,-0.05,1.88,3.19,-1.28,0.02,4.67,0,1.64,3,1.21,4,-0.27,-2.4,0.55,-3.39,0.07,6.65,-5.01,-1.34,3.66,1.17,-2.86,-5.93,0.14,-0.94,-2.48,-0.81,-2.58,3.12,-0.83
200409,-0.8,-7.93,-2.48,4.63,1.27,-2.88,2.77,-1.4,4.34,3.52,4.97,7.86,6.02,2.15,2.09,0.56,5.91,8.78,8.84,1.38,1.41,4.26,2.52,0.03,3.2,-0.03,2.89,4.82,0.12,1.96
200410,3.61,1.08,2.84,2.7,2.31,-3.59,5.07,-2.44,0.46,6.33,0.79,-3.62,-0.96,2.86,-4.31,-2.36,-1.64,-0.12,0.65,4.24,3.46,4.2,5.52,-3.3,6.74,2.72,3.31,2.96,0.62,0.66
200411,3.35,-0.69,17.41,6.94,2.74,4.06,4.03,0.68,8.75,5.04,6.75,12.97,7.73,8.24,8.08,6.78,3.29,25.65,6.29,4.89,3.61,6.47,5.2,5.87,5.4,8.39,2.47,7.42,4.65,3.66
200412,5.02,4.37,7.48,7.79,1.19,4.12,5.63,5.66,2.81,4.23,6.1,-1.72,3.17,4.23,5.01,0.49,-2.61,-3.02,-2.32,2.49,4.29,3.23,3.03,3.59,4.13,5.95,3.06,5.12,4.19,3.69
200501,0.47,-0.67,4.36,-4.69,-3.38,-1.25,-2.56,-4.08,-1.45,-3.32,3.16,-0.39,-5.11,-1.19,-8,-1.17,-2.73,4.55,2.99,1.76,-4.21,-5.74,-6.26,-3.28,-6.88,-2.73,-0.98,0.38,-2.09,-0.79
200502,-0.89,1.47,3.12,-0.95,0.1,0.02,2.09,2.44,8.27,0.81,3.77,9.82,6.41,2.35,-0.33,4.31,9.3,14.19,19.52,2.36,-0.3,-1.51,1.8,2.4,2.38,3.12,0.33,1.13,-0.25,-0.5
200503,-1.24,-0.98,0.31,-0.79,-1.44,-0.59,-1.07,-0.47,-2.04,-6.42,-3.73,-7.53,-3.13,-2.67,-8.57,2.36,-5.25,-3.58,-3.44,0.61,-0.18,-2.13,-2.57,-0.53,-0.86,-1.82,0.49,0.29,-3.24,0.55
200504,-0.01,2.22,-1.34,-4.91,-2.61,-2.57,-7.3,3.95,-7.45,-5.98,-1.9,-9.91,-5.42,-8.01,-11.24,-0.81,-9.89,-6.08,-5.58,2.13,-2,-4.55,-4.28,-7.91,-6.1,-2.65,-5.68,-5.84,-0.87,-0.72
200505,2.13,2.42,3.18,4.52,-0.85,1.69,6.63,1.48,0.23,5.9,5.84,0.21,5.67,6.89,10.32,5.3,2.32,10.33,1.92,1.66,1.54,5.13,10.36,0.65,4.94,4.26,6.66,8.09,3.33,1.34
200506,-2.1,-3.93,-2.34,-0.89,-0.28,-2.56,5.81,-0.59,-0.93,1.65,3.68,-3.01,0.6,-2.81,3,0.18,5.87,7.29,5.75,5.56,0.14,-1.14,-1.14,-3.17,-2.92,1.5,3.04,-2.46,2.42,-2.68
200507,2.46,1.66,3.58,4.09,2.47,3.42,3.29,3.72,4.64,2.81,9.53,13.15,10.4,6.8,7.56,2.42,4.26,20.92,5.8,2.98,3.09,5.35,6.66,5.09,8.2,5.18,6.03,4.51,1.74,-0.24
200508,-2,0.5,4.54,-0.85,0.65,-1.08,-3.96,-0.31,-6.04,-2.2,-2.36,-0.76,1.2,0.22,-4.13,-0.03,2.81,8.77,5.62,1.25,-1.25,0.44,-1.18,-2.97,-3.54,-1.39,-6.63,-4.84,-1.45,-2.07
200509,0.92,0.54,4.74,-1.48,-3.31,1.54,-1.85,-1.92,-1.85,-4.55,2.71,3.08,-0.21,2.32,-6.48,1.52,14.19,9.49,7.2,4.38,-1.47,-0.25,1.45,-0.12,3.99,-0.07,-2.19,-0.27,1.17,0.21
200510,-2.88,0.53,1.7,-2.67,-6.95,-3.28,-2.29,-3.27,2.32,-4.07,-8.92,-4.33,-4.62,-4.25,-6.61,-4.5,-6,-9.74,-10.18,-6.85,-2.98,1.2,-4.41,0.65,2.65,-2.01,2.21,0.19,2.52,1.05
200511,-0.27,1.54,-2.62,5.74,3.09,3.09,6.26,1.58,3.42,5.19,5.63,12.83,7.07,6.79,-1.03,4.68,7.35,0.66,1.01,-0.22,2.63,5.37,7.31,7.61,7.45,4.59,3.7,6.83,4.5,4.63
200512,0,-2.11,4.2,-2.73,0.65,1.56,-0.24,2.39,0.58,0.88,-0.24,3.67,0.66,-0.65,-1.51,2.7,7.62,1.52,0.47,1.24,-1.66,-2.22,-1.45,1.39,1.78,1.07,-1.06,0.99,0.29,-0.42
200601,1.77,-0.74,-2.45,4.86,0.41,2.69,2.48,2.17,3.24,-3.05,9.55,14.93,11.57,6.35,5.05,1.95,17.07,15.14,12.47,3.03,3.82,3.08,4.8,-2.6,4.81,6.91,0.7,4.33,1.29,-2.17
200602,1.46,1.94,-0.11,0.37,2.18,1.11,0.25,1.07,-0.29,3.41,-3.23,-2.94,-0.83,3.1,-2.46,5.04,-8.87,-8.53,-8.13,0.22,3.33,-2.32,0.63,0.92,1.21,1.57,1.28,2.11,1.61,1.07
200603,3.15,0.28,0.12,3.69,0.89,-0.4,3.36,-0.96,1.31,-2,3.01,12.14,3.16,5.05,2.49,3.67,6.65,5.81,3.95,-3.64,1.82,2.79,3.02,3.32,4.43,3.91,2.22,2.39,0.64,5.08
200604,1.95,0.97,3.33,2.27,-0.32,1.48,-1.16,-1.96,2.93,1.15,-0.18,7.67,5.94,0.84,-1.08,5.18,7.8,20.78,4.19,1.85,1.68,-1.51,-0.29,5.59,0.28,-3.22,-1.35,-0.19,2.79,-0.05
200605,3.2,3.62,-0.95,-1.47,2.46,-4.16,-5.44,-2.18,-2.24,1.37,-8.69,-4.59,-3.67,-4.3,2.56,-1.25,-11.54,-1.63,-3.52,1.5,-0.22,-5.87,-7.35,-2.54,-1.71,-2.16,-1.4,-3.7,-3.59,-0.27
200606,-0.27,-0.81,2.95,0.73,0.2,0.82,-0.25,-0.12,-1.15,1.45,-3.64,2.89,-0.93,1.46,1.79,-0.26,1.12,-6.06,3.05,2.41,2.96,0.59,-3.15,-2.72,4.29,-1.17,0.47,1.68,-0.42,-2.05
200607,1.83,4.45,9.04,-7.15,-1.85,0.42,-3.08,4.14,-4.31,-3.13,-7.41,-4.15,-5.94,-5.99,-3.74,-3.25,-2.12,-12.59,5.73,4.83,2.42,-2.98,-4.77,-4.99,-10.91,-2,-4.74,-6.06,1.38,-0.17
200608,2.6,2.25,4.31,2.48,4.25,6.75,4.19,2.33,3.86,1.49,1.76,-2.6,-0.71,1.36,3.12,-0.65,2.47,-10.42,-3.09,2.28,2.28,4.47,9.12,2.49,-1.24,1.6,2.38,2.97,1.49,4.02
200609,0.1,-0.13,-6.39,4.9,1.09,1.74,9.08,1.53,2.46,1.93,-1.65,0.17,0.17,3.51,3.34,3.75,-6.88,-15.05,-3.52,-2.11,3.66,4.21,2.84,2.02,4,1.35,6.31,7.17,3.59,3.05
200610,0.34,0.42,5.43,8.74,5.69,3.22,8.04,1.71,5.77,0.26,5.05,11.05,3.09,5.12,3.89,2.99,8.59,14.5,4.94,5.36,5.19,6.1,2.12,4.92,6.24,5,3.17,7.7,2.03,2.78
200611,1.11,-0.47,3.41,4.77,2.21,0.45,4.25,0.06,2.83,3.67,6.34,8.83,4.18,1.74,1.02,4.5,7.33,5.85,8.66,3.06,0.63,2.13,4,2.66,2.14,2.17,-2.26,1.74,0.91,1.35
200612,1.52,2.43,3.01,4.27,1.78,1.27,0.15,0.15,1.06,-1.8,-0.35,-2.7,0.07,-0.55,1.54,0.02,-2.82,-12.65,-1.67,0.73,4.33,-0.15,-1.3,1.03,-2.3,-0.38,1.76,2.19,3.77,4.13
200701,1.29,1.65,1.29,6.23,-0.5,2,3.01,3.5,3.74,8.13,2.78,9.91,1.32,3.54,6.11,4.08,7.1,1.51,-1.41,0.51,3,3.3,1.13,1.35,4.29,4,3.96,1.03,0.37,-1.33
200702,-0.5,-2.64,-3.51,-4.5,0,-1.45,1.57,-2.85,2.11,5.07,-0.95,2.66,2.55,-1.61,0.91,-1.59,7.06,1.93,-2.2,4.14,-2.77,-3.2,-1.14,1.49,-0.69,0.03,-0.33,-1.58,-2.51,-2.54
200703,3.17,2.48,4.88,-0.08,-1.33,-0.9,0.7,-0.25,2.07,-3.82,-4.29,6.31,2.59,-0.38,2.5,0.52,2.11,2.4,5.96,4.33,2.32,1.17,0.26,1.2,-0.23,2.74,0.34,1.15,-0.37,1.46
200704,3.86,4.85,2.78,1.67,2.86,3.6,1.58,6.8,1.83,8.54,4.01,3.34,6.61,6.07,5.83,6.34,5.39,14.41,4.93,3.94,1.74,4.21,5.07,5.46,3.08,1.41,2.16,2.4,3.64,2.75
200705,1.32,3.41,2.62,1.47,6.45,-0.92,4.95,1.14,5.03,9.9,7.12,10.52,5.83,7.44,3.98,6.22,6.21,13.28,6.98,1.2,7.31,4.28,4.1,4.26,4.74,2.95,1.98,3.64,2.82,2.19
200706,0.29,-2.06,-0.06,-1.82,-2.61,-3.15,-0.53,-3.4,1.93,-0.06,-5.16,-3.5,1.62,-1.36,5.14,-1.77,1.27,-8.56,1.13,-4.83,-1.8,-1.28,2.06,-0.8,-2.26,-1.71,-1.76,-4.12,-3.64,0.77
200707,-4.41,-1.16,-5.09,-1.82,-7.71,-0.31,-4.54,-3.99,-0.72,-3.76,-5.7,-2.68,1.27,-0.1,-7.87,3.37,7.37,-13.81,-0.8,-3.72,-3.1,-3.05,-0.05,-2.29,-1.23,-4.84,-5.58,-1.95,-7.54,0.23
200708,2.83,3.44,4.21,3.16,-6.98,2.42,-2.79,2.27,2.1,-2.64,-2.22,-2.66,1.21,1.16,-1.49,-1.38,-4.12,-1.06,0.32,1.84,-0.86,1.35,3.66,-0.23,-2.1,1.82,1.31,2.63,1.61,2.29
200709,5.15,6.82,0.88,10.05,-1.27,5.66,2.31,3.53,5.19,-5.33,-1.32,8.54,4.66,4.7,6.03,7.14,13.43,13.61,7.73,3.54,2.05,3.92,3.77,1.64,0.18,1.08,-1.76,2.96,1.91,5.32
200710,1.72,4.16,4.57,-0.11,0.82,1.3,-1.5,1.54,3.28,5.54,4.52,2.53,-1.15,-0.3,0.52,-0.98,10.73,19.18,2.43,6.83,-2.17,9.44,4.01,0.96,2.54,2.76,-0.14,4.97,-1.45,2.86
200711,0.46,2.14,6.64,-8.38,-8.27,3.57,-8.23,0.03,-4.33,-6.04,-9.1,-5.93,-2.73,3.63,-13.39,-3.86,-11.48,3.92,-4.59,-0.72,-6.43,-7.57,-7.6,-5.74,-3.77,-7.35,-2.79,-5.09,-6.21,-2.65
200712,1.82,-1.03,-2.08,-4.14,-1.8,-1.25,-7.31,-3.98,4.33,-6.13,-0.52,1.06,3.22,0.6,-2.66,0.71,-0.97,13.81,7.5,0.9,-0.25,1.73,0.4,-0.11,-3.25,-0.54,-3.05,-4.44,-4.13,-1.45
200801,-6.92,-7.88,-0.45,-9.6,-6.9,-8.53,0.04,-4.6,-5.77,1.37,-2.18,-10.94,-9.89,-10.81,-4.6,-6.41,-5.89,-3.19,-9.27,-6.93,-7.75,-9.25,-14.17,-4.34,2.38,-4.18,1.6,-6.37,-1.13,-4.1
200802,2.98,1.14,-2.69,-6.05,-9.27,0.08,-4.57,-0.93,4.19,-1.82,-5.88,6.78,3.31,-1.15,-6.83,-2.38,10.07,8.69,6.81,-3.02,-3.88,-5.59,-1.75,-3.39,-4,-2.17,-5.83,-0.46,-10.84,-2.18
200803,0.63,3.75,-0.12,-2.1,-5.33,3.55,3.33,-1.77,-1.78,-0.81,2.41,-0.51,-0.39,0.36,-3.89,-3.54,-7.08,-7.65,-2.78,0.81,-0.05,0.34,0.37,-0.45,2.7,-2.16,2.53,2.98,-3.94,3.62
200804,2.95,-2.71,-9.48,-0.89,2.37,-3.5,2.58,0.44,9.42,8.19,3.96,7.37,9.46,2.63,13.85,8.95,10.16,21.06,10.36,6.39,4.69,6.29,6.8,-0.71,6.22,1.15,5.68,4.69,5.51,-5.32
200805,2.14,1.43,10.07,-0.61,1.2,0.07,3.57,1.63,3.18,-2.3,4.25,8.52,5.85,11.36,-2.96,0.01,4.13,23.59,3.53,3.58,4.73,4.5,6.22,2.17,4.09,6.99,0.38,-1.24,-4.22,-1.54
200806,-8.23,-5.02,-6.69,-19.57,-11.37,-7.96,-12.48,-3.01,-4.49,-15.11,-11.65,-7.33,-6.25,-12.03,-22.86,-16.48,0.14,21.14,1.96,-0.4,-10.89,-7.67,-9.74,-13.27,-9.75,-7.25,-8.17,-9.99,-17.53,-11.08
200807,2.99,2.6,3.59,0.07,-5.62,7.93,-3.79,6.73,-0.6,-10.41,-1.6,-11.68,-5.04,-0.26,-3.71,1.09,-13.34,-22.94,-15.28,-7.13,-3.18,-1.02,0.33,4.25,5.37,1.31,0.76,1.57,7.2,0.96
200808,-0.52,1.18,3.33,3.72,3.97,5.92,8.79,1.8,-2.77,14.45,4.27,-6.88,0.24,-1.57,0.11,3.6,-5.8,-6.19,0.27,-0.43,4,1.93,2.94,3.04,1.53,3.17,6.15,3.9,-0.02,1.54
200809,-3.68,1.87,-5.98,-14.61,-13.52,-0.43,-0.95,-5.96,-18.51,-5.31,-11.27,-30.96,-21.07,-15.71,-10.76,-14.91,-25.73,-38.05,-10.9,-11.94,-12.61,-8.38,-15.8,-6.14,-9.74,-10.09,-5.2,-4.73,-4.32,-2.84
200810,-11.01,-14.7,-6.55,-30.25,-26.13,-13.39,-21.97,-11.03,-21.06,-28.09,-29.34,-32.41,-29.78,-24.82,-36.42,-15.56,-34.52,-29.31,-16.27,-11.12,-15.56,-18.85,-17.78,-18.51,-11.52,-21.09,-14.56,-12.55,-20.18,-18.52
200811,-8.66,3.84,-7.33,-21.16,-12.47,-2.48,-14.29,-7.35,-16.39,-27.93,-3.08,-12.21,-8.23,-0.39,-6.19,-12.1,2.27,-29.26,1.02,1.23,-1.58,-9.1,-11.64,-4.69,-10.37,-11.61,-7.58,-6.41,-14.31,-10.28
200812,1.37,-1.67,1.33,9.19,-1.13,-2.06,3.7,6.74,-2.36,13.05,4.65,16.36,3,5.53,-3.02,7.96,14.35,-4.32,-2.38,-2.04,3.46,2.54,1.82,-5.35,-1.54,6.45,3.53,11.12,1.51,-2.92
200901,0.38,-7.4,-7.11,-12.9,-13.18,-10.79,-11.8,-2.21,-6.51,-25.21,-13.89,-16.64,-9.8,-11.96,-9.95,-4.4,-8.84,2.13,-3.64,-0.82,-10.28,-3.5,-3.09,-9.99,-15.62,-1.4,-8.64,-7.73,-21.22,-14.09
200902,-8.44,-4.73,-8.55,-15.45,-14.01,-11.07,-8.45,-9.95,-8.21,-28.67,-14.66,-19.26,-12.91,-15.29,-10.16,-18.66,1.03,-4.94,-12.61,-12.59,-6.94,-4.07,-6.84,-12.66,-12.2,-8.74,-1.21,-7.47,-15.36,-18.84
200903,3.77,7,7.38,7.63,6.97,0.53,15.62,7.06,16.35,29.74,12.81,12.32,11.63,7.64,12.02,5.08,15.49,0.27,4.03,2.79,7.51,9.5,13.09,7.63,8.37,4.15,11.3,9.1,14.72,10.54
200904,5.79,-1.45,2.22,36.31,33.06,8.67,21.64,-0.9,18.98,59.18,24.06,25.89,19.8,22.82,49.45,17.1,3.95,15.2,4.31,2.09,9.66,9.91,14.28,21.4,15.32,15.08,9.4,9.14,17.08,16.04
200905,4.69,9.48,12.62,7.23,1.26,4.53,3.03,6.2,6.96,-7.06,-1.96,9.56,4.32,-1.48,-3.41,9.05,17.74,35.16,9.81,4.63,1.05,3.12,2.18,3.87,2.72,4.89,-2.97,5.74,10.02,3.56
200906,0.11,1.6,1.19,-4.19,-2.78,0.68,-3.16,3.59,-6.79,-7.77,-1.7,3.36,-2.49,1.46,5.3,-3.55,-8.47,-12.08,-4.54,4.63,1.65,4.6,4.55,3.77,0.56,-0.63,0,-3.13,-1.79,-5.03
200907,7.97,3.71,7.46,14.52,16.33,10.22,11.92,5.49,17.01,36.16,14.12,3.76,14.86,12.7,16.38,5.64,13.09,15.47,5.06,4.41,5.52,5.21,10.39,15.14,10.96,9.06,7.23,2.34,8.65,9.15
200908,0.6,-0.73,0.33,9.53,9.13,-0.8,3.46,2.21,1.81,1.65,6.23,3.65,1.78,2.25,1.7,11.12,3.33,1.36,0.78,0.25,0.73,2.42,2.19,4.27,3.4,4.66,3.87,3.14,10,3.44
200909,0.99,7.71,4.56,10.48,1.04,6.42,12.39,2.39,6.86,1.15,-0.82,6.45,8.72,7.48,2.56,5.7,10,16.27,4.76,2.24,6.48,4.76,5.59,2.7,3.61,4.05,2.11,3.57,1.35,7.69
200910,-1.76,0.98,-0.28,-9.63,-1.66,0.65,-2.67,-3.72,-4.04,-6.63,-6.91,-12.11,-0.14,-5.81,-2.53,-4.41,1.39,-0.02,2.53,-2.71,-3.48,0.42,-3.9,-1.39,-5.35,-2.8,0.88,-2.9,-4.94,-7.07
